id,label
0027501492691208444258100896092747801867,0
0029534540996525382695697480872685123548,0
0029821009862023854726759727244975076157,1
0030172191820321902583758563899801657929,0
0030255213426935482503158610772458206458,0
0030947205599921084678684407114870248794,1
0031566278030965766540569255369913178600,1
0031587313029696203370402775139171178964,1
0032468453326418900265458455447780570644,0
0032516315152252397908750742902647775474,1
0033278411965775244180110907043171402526,1
0033400330645612914464038911600472090594,1
0033420569093863629809064963404111592748,1
0033479802596950609572180998734404511036,1
0033740520766078803472886626270904199052,1
0033862506273235648872650792652830772291,0
0033963654866015058172681955107307233478,0
0033999861519779463958097261864111077930,0
0035086550621132508686379653010623019897,1
0036030280866768169499459396566314162705,0
0036353023777599561238010928408976592501,1
0036373419808669573858088500122833810805,1
0036429419811938221266284189876670485294,1
0036523358954404476464762068797692634361,0
0037053324077273413118778023998836088273,1
0038305828867214400829248312714692873381,0
0038313237021559309432115245336006812915,1
0038745035603595493698837151275885251772,1
0038890904805946309209028834620445093013,0
0038943507489811584090078542838124207494,1
0039042313517710594106198316390769715509,1
0039469348250598917294113941175387061903,1
0039581406875326961536918743243733333222,0
0039664181728543277408277615441603069646,1
0039752584845425532644844456271845823299,1
0040027394093933282370963931013322803600,1
0040138665174036136433825113178100550336,0
0041440161072449292443056777444708933051,1
0041469940998238131704716122493116642617,1
0041691977934025126815884872841079509303,0
0041784520946362009349261108736824267030,0
0042009994223950232488909663252632242143,0
0043268908456274505009915391864930185293,0
0043501110702411140839035209974892305364,1
0043818779978790833805785495971190207787,1
0044870324793299890989849684566256502665,1
0045286261636519466777246641208358740629,0
0045309321736087644707768396600339548072,1
0045317317236411770303947697974508108324,1
0045567443724048470804940488999953565117,1
0045748732127713984238535281368843859502,0
0046086619936314721954498078212224613540,1
0046612951369938974914082611831264873463,1
0046676135867499370114095267026045749798,1
0047260043404137914732797901048946809219,1
0047506912950166150935200810941624781609,0
0047546748571566224448837514669263152376,0
0047897805784044405112862725926630372003,1
0048020374351033291904723154726133211706,1
0048578363056660132936432443874625466277,1
0048811158524370532870711936234068504049,0
0049199150238036714171573110802836403644,0
0049204937766207094504975804841383507750,1
0049364032231787820570535225826903794360,1
0049681947064845857897669849067012968231,0
0049777944393263436796261236027951100664,1
0049881684701287445026803821324554869257,1
0050398800325660352539256684552031149098,0
0050890279013749443375902864139229228354,1
0051030969598647187930754826966954624128,1
0051396388792747162528336108777743595164,1
0051535029009927082487873753263630096264,1
0051923076898752143380049516218906398453,1
0051987021973841482150552698285139301846,1
0052433010422488209886946325478845547835,0
0052551386384523415699034083127392017224,1
0053547623742867313406945783907991064108,1
0053673155089260944115871800763803452371,0
0054684491721341111235460952352622173658,0
0055379004037039686927998750703995864106,0
0055809979570411741507243083700146323217,1
0056073455007968843205196783257763581208,0
0056166945048741105758092184987027252890,0
0056238764936501063115623610736368740332,1
0056272002308132871133311246204137217707,1
0056293755007314186939047356337206137212,1
0056672263870109976164654851953129667528,0
0056713514537377568385328124183626967702,1
0056922324772000406549688063578895743379,0
0057381041198127566907513039310884373864,1
0058350697947093387864729316343565942788,1
0058365949763507261150476242520032114340,1
0058507880517372965418070405250063335997,1
0059117974931760022787567540476332361658,0
0059336884729558136266022669752369173980,1
0059595403594992740985769451178053174063,1
0059597146323035836667657283375832441953,1
0059624594722291259922152279193629375442,1
0059726495937611910547475773787645181466,1
0060129772439450696935704807622632776001,1
0060178413320680696007041023725554491475,1
0060283519966747188569890370654358126836,0
0060591759473288778138601590578112130387,1
0060692701729065196160899614315573431116,0
0060758810897923789768638948625774410545,0
0060808991955802889242758606177511599436,1
0060883051464807174759696572733751256089,0
0061900880067913011562421470815679065188,0
0062111643175636707304679107611263247323,1
0062671511219401531333998845892233232568,1
0062754852783206112358003643711668893243,1
0063986000108220510621000347152269421059,1
0064358127902201491439841882504520847912,1
0065307588904605844203763839707359700775,0
0066489303297045697545037060784781538756,1
0066739006582747861093025603160706108035,1
0066976734583035941414082256220007443443,0
0067118444000438691554717025930332414039,1
0067302849536868369839157990079266728721,1
0067505452280291198680415568703419915359,1
0068128159160689972114407985052376298759,0
0068336375942195391827180669356008379156,0
0068336765590292599182365072178136715630,1
0068627225168733307541282662185741121234,1
0069058440238858804235290430553491406608,1
0070174214608806562387768508432660128050,1
0070228926295739195833130488629402273056,1
0070856433675980726880711471539494463555,1
0071567093088492694514891519753398332754,1
0072312371252898142077792459479484772672,1
0074258245237689549830513593710359197683,1
0074689313174686526167394782097160697824,1
0075080479635115520350496940953753733384,1
0075151452860106154774257682536348859163,0
0075168486373449714975060633059396269771,1
0075306806467042930272981923242772457826,1
0075710874291393764090475162337451641461,0
0076249769518835353345996282411702114782,1
0076412593377863382815193152202817831301,0
0076430806746780167170524039243685916465,0
0076440503879706280276755777177271648431,1
0076588860343667709250157130607207753140,0
0077181047726471045772370060032552385607,1
0077183140571045564527280952402786807408,0
0077704876833721659200835594664821564128,1
0077902666604327045639941211640951663834,1
0078515952408556516351037685185791898128,1
0078955484101852757659551413834419788171,0
0079474037739190692590914896627725876770,1
0079816061454922059073226347746586622646,1
0080346411429811751425629421245376036279,1
0080904079333851861016284276403757088738,1
0081751132112046405263576556535514509863,0
0081796241575821648084909208340521088771,0
0081906363489701353919240823314273111376,0
0081930103721967889922777945179169219467,0
0082281576587287171630203418268853662227,1
0082925372154836493328076682723830889750,1
0083772294625463072093494009115518376552,0
0084161868137821279902200608157234360534,0
0084599339361315118339070746729070167688,1
0084644634556632872592151163600386930457,0
0084800144137256039496153436791774072116,1
0084924219242179843685081496981943550118,1
0085146781715383678704746855506592998103,1
0085217356884005636584511027491453163351,1
0085368933237778800060744963878878934093,1
0085993858618954549168976807339772741180,1
0086260939464736476894576209298130587619,1
0086785231869165485459194225433525040841,1
0086807385725187917156879083816627954243,1
0087259974162817685270324878101014702235,1
0087348467610042064355142447631370959480,1
0087366114032993073332875592312044559061,0
0087714234618548065326678872864585594566,1
0087856903602274898368816193676219055348,1
0088514299682397090461779433319936555428,0
0088607058944566092177043835981862374181,0
0088674297563314099540484819113733539414,1
0089990439492287225239505122838018758564,1
0090349349720969737887444269203967047929,1
0091077302402874961038031108756035283435,0
0091842387812030560815864456585932714485,1
0092862744973574237706630955292477714110,0
0093754452349536827590909600231178174999,1
0093808197734873515722699527847131443361,1
0093825504690535162462888668239502448630,1
0094035590295915216242076070361524773695,1
0094646396590261994145222134716601405333,1
0095365452366428986179079543746710443543,1
0097415393663713210146897982604665381377,1
0097757788235566073487988770033305856456,1
0098903346852050870983966864603567114208,1
0099238250817012981260169563324289698332,1
0100568605309813434334903695016916811905,0
0100910059874943830857432150388486639641,0
0101284743546690565492998476967579409384,1
0101590188736927695882074245801226678479,0
0101637027694303309123131827524999976106,1
0101900280883224452675322813996059892859,1
0102315379563567862970199721013224112630,1
0102457653148396097137473681096489162883,0
0102715502841704322581682487689388692361,0
0102853277057868201144274597624754485133,1
0103751012326224251071219667776207697904,1
0104670983368845156344440292191528680551,1
0105094527394076224624517773759000308464,1
0105677308137639551437540994688171079084,1
0105769783811576089749267890318720841085,1
0105777617033845915760533880976039792746,0
0105989886293635052940768318132311217151,0
0106635430213452535878755813368621930734,0
0106748806539390214444523803422384372012,0
0107061300577022673356110216897100056699,1
0107370297337412824253900033900570996100,1
0107696749245667028332757414671951688193,1
0109255080632311479770818496951231091706,1
0109687558632896765985009209250648593287,1
0110778606360472383040278799745503218681,1
0111112614822889090574906850400738267270,1
0111180075427256855822628516280207039411,0
0111246692048760258146098970054294121585,1
0111503695798388332496906903310494781869,0
0112900088579389633661628499976927960085,1
0112990467741501018306817695183967946718,1
0113190393840601811742824155916313389801,0
0113291894139744787464605754514684310292,0
0113316780672830331974830819626245770491,0
0113425210953343000238396992831571227490,1
0113618960987049883231786659907640770234,1
0113805685744956911414305548394755017692,1
0113880583630575038373024491227914391550,1
0114176088112499680305528626768035901848,1
0114833036590158762584996083676023918603,0
0115399197574677729954633322860557545049,1
0115560714943277976436217001698538164040,0
0115913944586076601709906710574962991863,1
0115942355136146420615088910132639936140,1
0116040103761884094127478049816955326528,1
0116446687786704546447714377144533821486,0
0116848889709095769066107266802123554432,0
0116957190239534481748778573902861794798,1
0118929155648615411382552531663804338367,0
0119728082783854521197580988471998470175,1
0120069517932099117312890727225281401119,1
0120193906730451370241180318229879179910,1
0120406810251255741007629499299433674146,1
0120441070576009575414190125479643775870,1
0120648652357847475955993145695094419238,1
0120872895655237022436532682405320242357,0
0120891888701919035033185739192031492807,0
0121201556237525557435295228540668793689,0
0121644594466438529111542626307017167348,1
0121698229815268336128315785470794198539,1
0121831428988002490530224126692403873074,1
0121925773681962931225536011868514729764,1
0122431827984260833403568456084042101059,0
0123186953506582954948110479282891429029,1
0123574159577568956561501175235762498975,1
0124068430477636830578857036870809984780,0
0124215423400284725447174133178706612332,0
0124437475462977918356042674954670142008,0
0124486146012887016525476335871660622420,1
0125345509292486720702079578215145396129,1
0125439670138122731101135557104403336966,0
0125580403295481354002418555896035171391,0
0126161809154933426585148713472082519954,1
0126287068713639407327226026840150561652,0
0126523458427453485106861371740823503262,1
0126635960612076026656089171973639235379,1
0127205326113109230186008854397227763392,1
0127465911991904035336157665575968286050,1
0128878774648611383918711527755173171075,0
0129429634496602339111892138980371457208,0
0129455193721278083285140605449646349137,1
0129710429617804524934801176136733750840,1
0129769297834727908357195826754816146450,1
0129922486197876531141726420347155411687,0
0131505446919491170241861687406552820206,0
0131564948731316246985077248789157440501,1
0131830442331958271705960592353605535914,1
0132492631491455426326774596549093294744,0
0132772355901462107000111943883915434203,1
0132812167921298278125525452170132075231,0
0132862363527835186465137877719174821443,0
0132934378201868969867921835954740639434,1
0133030998170760464323891032816733678282,1
0133557849986961681331739776807690966984,1
0134285224981610751658291669099806361662,1
0134580462652696828421260818090055466102,0
0134847807468994680936634433689669394114,1
0136445661978282442097663782832769560003,1
0136700710640868010918870938305202034177,1
0136744409854617906327582334367216124754,0
0136936757604459198005635706678910546425,1
0137201048694234813117861366823344923863,0
0137419459691779837145771765567943800453,1
0139619796404456052253970866494628820336,1
0139680427832969002908595272038304738437,1
0140182175144536430152456681965632359583,1
0140535154501472016799404444537117784416,1
0140683724764542206699451825314932126476,1
0141192541661766880577667867029930058786,1
0141283860065809705842475378175958479747,1
0141431577969647488136880764306804904150,0
0141543565695181832623461438802401654788,1
0142272275493153055809609442185542345096,0
0142299649117511731435406166350217123033,0
0142855482630653942183918030421929578569,0
0142964851761159621242384062111671123546,1
0145004076057939141747680589456717206093,1
0145214508980152725215835939974967934714,1
0146016288091530603802012890264143713351,1
0146209994759695540105844793002226767789,1
0147079966879390915944508756027028044238,1
0147745359754469471663401332475680613740,1
0147829439223125529957589994500648688074,1
0147964960381144071593297152032657674277,1
0148507167426588472960892995292003746731,1
0148540942490383722293227456170555790974,1
0148628986867052411951718623106737901257,1
0148894236157206564867152524200085962419,0
0149333024185427664062939552560411400501,0
0149900758682302976574339455946517492522,1
0150161700664590846004617161831091593907,1
0150169156356427063751875643711021573434,1
0150314606261609396157554196110909115552,1
0150788951524548636376821140533111170717,1
0150880241780216274532394463761853257664,1
0151029070751640548708745241635037012360,1
0151037279715500867101169189200597905278,1
0151062337414394113736301257118211343865,1
0151470036817173731679244381009415245514,1
0153084907225646289629121987365837216505,0
0153468205333949145153901745200059060083,1
0153732134954396782541511405976331005441,1
0153842724550502909133748615192426977795,1
0154151093122646722191831191025613885341,1
0154398730472199753382071984410837991097,1
0154467471627442062352576093129807470957,0
0154794279012197349977618306764966044092,0
0155019482318342870768937246972576032105,1
0156065787645011442022584760702747856976,1
0156137829063121752263985193721651679128,1
0156207940682689773680962176333634035584,0
0156358083218540816785765480357734289845,0
0156379077305741000519955492938019315624,1
0157128857679411088135327645779635593725,0
0157519135958576882361164746464652844265,1
0157980202825365276389033606728674390995,1
0158396605351586959384823630742642177824,0
0159346265393075530023242096052863954514,1
0159727001410037446921189700942956919311,1
0160106853326791102060421340450085525775,1
0160209033701553903125456452218460554788,0
0160678710280004301288531988681413153801,1
0161150160921641413105408427614355765170,1
0161232047052023849104071828427475364507,1
0161835487094847553875595789976897404738,1
0161861088163993618014568262033917340945,1
0162036204796331404846004012490212655665,1
0162191055148770131189567384016996878786,1
0162212419243929979615284663939854535261,1
0162264325372984809259761353097460052863,1
0162335045973628794349022677630902606308,1
0162760865525512977947974259886356954346,0
0162947418149450031041826706948860267392,1
0163969936273269867707348959384708130399,1
0164321435942726800967376987962686588318,0
0165002057198872979102066729314840886831,1
0165079130693970549767236608107125005054,1
0165854396218145522703479329851270530732,1
0166300834184568021742934123464909059466,0
0166481323493334686317841976692721688422,1
0166569288205777248329968654813514611220,0
0166813150671881147571074851967747910106,1
0167322313584138694436086991656187855959,1
0167673679674498338833057053551035360752,1
0167882457303919037831303639334060571812,1
0169447854075140584352551401411199070318,1
0169566885382889314948639270700442027565,1
0169716535769012415037468882494017935060,1
0171049624487158378246438813412152712556,0
0171326940233847492686031447725875277092,1
0171584774596879512680955593771780584465,1
0172075433374087341091190561034126636179,1
0172530489415998578611280079689403333467,1
0172557019392184455566670115099543737628,0
0173181186900658971265537821300151599227,1
0173509244744401269404314156029061107611,0
0173772206689792621791871554519397282897,1
0173878152187390897728786589153527661398,1
0174122932031034428880801334834839430509,1
0174278763021045329373561563120698994032,1
0174379725197064138270994588605121396527,1
0174737848645261139319955449420380006328,1
0174919620048442488667923006236923671907,1
0175526562437746741183265569944846241115,1
0175776250664827530135663467650742982571,1
0175855547769002303318723995118044672842,1
0176193162569200301281722795442570917748,1
0176506194090766163978335753003672647364,1
0177008094948057284698961326369174514654,1
0177046354441772847289543531396798875717,1
0177785215685472155281723789989167418057,0
0180791659906823129104441075329518724814,1
0181101085183774088770558238001247665106,1
0181521980187950528634971137015224273353,0
0182217817630160650580025929103255992694,1
0182531437528584641354898697604283643395,1
0182673686945843587129094283420665643455,0
0182993245592987065381986603670066105293,1
0183119258192685311558531741638824138674,0
0183212107503463110574411876087340834782,1
0183269216869368583141767091526274097775,1
0183306141041863117480397704492847444918,0
0183502378342492481795087815220750663115,1
0183948008829533216760383215528444053838,0
0183961122599905624731581748977304389545,1
0184457347120003560106733552536771812449,1
0185123255350107039889304291800858315009,1
0185179974996585061883796598409094628477,1
0185229128269098560568697088927869288811,1
0185612573020210038808874623230931329173,0
0185757628254863659354464063529940333102,0
0185949253594846125506855887981396720359,1
0186063899954914041631741765624093954716,1
0186156355974566890655663420883781246181,0
0186904314672935876542858915080969431311,0
0186906807806312218978731360061864872763,1
0186945838287517202730580799677815358442,0
0187329110145260382710572178499376221500,0
0187443251756760517032774738759552424072,0
0187808141438385525083870386386366197100,0
0188402302493301615293538270399124737281,1
0188492455284731586208866497785611154906,0
0188730647995280190686854381136317057322,0
0188771531798336766291882387800643901850,1
0189111612805557008498861182787758496543,1
0189997324380572129688937835507839719213,1
0190071564342229176933541562581739910667,0
0190278829457338626639871014290553598002,1
0190598379429953224736988051797969570918,1
0190601754168562948739087957790585212379,1
0190927414913835264537223649441494697608,1
0191389353816061657981287095377493648419,1
0191565384532836200268449692552214673315,1
0191925785848725984025753354412171243276,1
0192577243459755141988779539268230650389,1
0192595291326946774458548285089184963339,1
0192684173649591149139128155769767196122,1
0192708455521459549225565075462826018391,0
0193174794248427259566690429816077826616,1
0193214871346065020992617113459254604027,1
0193271996105936891881040653463209570485,0
0193458724021336611510331559009473596099,0
0193701556247534938179666590293745014904,1
0193738879944385563555427170496095779149,1
0194689882898678617368820427172856722171,1
0195092369865221363713371865735447933948,0
0195226376904193524432546832852295810571,1
0195482920902144917749337656733504419357,1
0195766727930876291998780365992928137858,0
0196194347271641792626608911525677831158,0
0196279376963713205640631017005676002653,0
0196529676420405071750349238493576531578,0
0197205175537940536719042494291190432399,1
0198067039265609449089370044034643418703,1
0198648568991251394170595295184779130566,0
0199245319447477684684477567560912529492,0
0200391567993223440393115676094489731203,0
0200604014746962084684426410033132800047,1
0200651447683978992232707619512668934553,1
0200656794107300407382836585202291247593,0
0200817891973009223008399328506844279557,0
0200932061455069142001128097885713053185,1
0200975191556168670616026602267441233909,0
0201047138111254800130672775039904568367,1
0201209026368099583157020393638769302202,0
0201382159852024828846516921443749649239,1
0201387248896334942157339499803452435707,1
0201662745946783053088566090932664970697,1
0201955177425143450428262360806632351883,1
0202180912954753812138533766137294578589,1
0202206421628890034598903858730443944078,1
0204224347523846786075469709647447597563,1
0204474699195897794958394957587687532847,1
0204852163587666139330195716194377522261,1
0204957960560614532199567794750542677845,1
0205311718171777452040101756225238924496,1
0206341169029333374122043406170413936667,0
0206967375563396475011612763098183730503,0
0207146945767230702932445075158996291281,1
0207342575800351685543558694440467630854,0
0207717822390857305413113817571322001621,1
0208123266638544709407740891938954311794,1
0208348845910836565970211571142659182571,1
0208392936244780234640737170645183651533,1
0208494961761669679472704256268638438195,1
0210193542447254031152537704997837246044,1
0211208307878703135941301285993933222842,1
0211281793741297745639692866522838215179,0
0212183831714746162800461264199891867837,0
0213147147441307217854906256439607257541,1
0213165338807423600402784262431042221465,0
0213574156212153649615716987386007323048,0
0214093652924788292910147179632255410419,1
0214593735795794725844877358465618421831,1
0214689456942988142399133799781508691420,1
0214799359417803876660146147660014655993,1
0215159722712707126714529133701769070932,1
0215467555553651392827940039548795583278,1
0215681476781226967332623676214539691284,1
0215890016569428317236688386897683962797,1
0216089977958386738621766938222631002398,1
0216336026522316498797355113095538132390,1
0217479487152118388002213968666114503443,1
0218416724858544153800831778361912499915,1
0219221802976519887555938305565372995820,1
0219418099402353482191499628230476201047,1
0220140914412313425358201224465440401062,0
0220211468802843946905898892895800059456,1
0220274696244175032106756734868252740698,0
0220345702653393888684824543249863167279,0
0220398176522197156556883184128421942944,0
0220683814990035105233292747729771616851,1
0220821707962870079015612276422087986997,1
0220896697726563555092051067959705815859,1
0221027602098250729445633042003486394426,1
0221439963445097634216852767608686502514,0
0222159720823067496637745332494384071822,1
0222294544506019383080820907390347062465,1
0222856898581834560180255751293979223492,1
0223147867119907183676119329079075783126,1
0223354886453369848860140909434451147438,1
0223991135217665313244630424553748481289,1
0224243615888196398110909806791823469518,1
0224324975474042703456160911553477710621,1
0225246726502523042726388031386610362458,0
0225495700222661384945756434760825703055,0
0226447405496885375096696369424708701070,0
0226737992779706708413684778414445408018,1
0226752989882652934694362169844248029938,1
0227040429111846657997206671407454833041,1
0227104778935029293892752328599907340653,0
0228215784953101508799664136875089527562,1
0228217997289020629229666888927756409038,1
0228539628293081726822785673178420432776,0
0228627139815208404362840324058130014673,0
0228842752203957639507471632131193068550,1
0229009486039299592245417242307688080280,1
0229248816472232983683012156317325926964,0
0229293990612391155300916937742200815680,0
0230158708923268410167267847961906236630,1
0230239933670849641667297473858350787616,1
0231157819043330519470317181437727258724,1
0231753923434910493197433112318662859303,0
0232492586327773027304573468412765783547,1
0233149420403239364213613331592982348009,1
0233248160969548246433545579004156646894,1
0233512983928863759426091425264367059021,1
0233671270388405820759985509057691695909,0
0234019439667620339441101485643812176575,1
0234607629319988180367397257502534222080,1
0235334338837096260672829852510432752901,1
0235528770144947850312778756226036652672,1
0236344253882359759082921085857857290788,0
0236473619030511603168605871414232721053,1
0236833179300294670913745008317651452636,1
0237351542938160617422154963078564276272,1
0237354083116451396778910986780745370127,1
0237423413804849640951076247025642293126,1
0237476262523078261097053593355677854001,0
0238692494127194216022845436683664787475,0
0238736556372768494855060658543112843085,1
0238846654104801919929384581271310964622,0
0238907819132601706046282818011243601343,0
0238995515049360583971161303989521105135,1
0239537171852487136928122074483357223898,1
0239918938224484858191636849994183986526,1
0240249660363204981941674829873995330185,1
0240640566390306640229763979782078530389,1
0241023664455338421696146806493677548248,0
0241909187159123000946240669246740012917,0
0242331867548028464284247321751327697033,1
0242403596924121644461061201520934843360,0
0242562834002855440735356607553259350376,0
0243008277165513601421063636069248702417,1
0243859786941955302825535841909012768996,1
0243931448428496662882182488450785268960,1
0244281904610684380320699968872823254839,1
0244305573541660675918613446573956823687,1
0244768375971488291664892983090992496622,1
0245218132754712642794289364588209222477,1
0245242920504449417593373081689682138713,1
0245624225504462218403178466321207785780,1
0245911731256012879092884169515003141765,0
0246042997028435730200456948676067323530,1
0246158230065178101579309104057953275125,0
0246384673464848937545636265682880629290,0
0246578065149266191568787825645575706332,0
0246584370415351418806668192731893284833,1
0246743842894655890069490867558404724297,1
0246868331899287073068671866610128557154,1
0247225694744322624054775934860229889315,1
0247772994666889585946304959818947432484,1
0248067836830484201477632139078317188870,1
0248210850572005389146414572627988878652,1
0248494985865092706302083682710851664651,1
0248580135074226211576866274067144418316,1
0248984053289680067114199750068224551950,1
0250774312645241323130206405160133032263,1
0251082899690003750217208633870829305814,0
0251144062094831776976588725214778011112,1
0251780515099886267128598719696822353423,0
0252057417470848975260515821068224046951,0
0252104106026902599300637785869081547214,1
0252322628556867916513219195733189352486,1
0252406918373895888861176632204255307854,0
0253444265509473829342622793371561287699,0
0254104168988454687802336941450473445754,1
0254143931910412531778061439390152915321,1
0254376329655570898593808307087049228691,1
0255009438802242132300178015798859314569,1
0256268584294165086432058220597454255456,1
0257094226492273152987392265092554672582,1
0257442070318269729862031950156597255283,1
0257669974893020668380907318865990413476,1
0257787252294772626693492602792167072055,1
0258402592803157388654589869062788002471,1
0259218677281275902114462372884363804523,1
0259558210252349459225329832582357343748,1
0260715761662652794340552198516395127145,0
0261684875871969518208900359973109187554,1
0262586030822224915390133168337059479147,1
0262677520193486041015557231771880998044,0
0262813728506072975482532157426826064974,1
0263017661640130065608632262520185524846,1
0263901569743151932549787086079871600659,1
0264005924732569385893422997858968818211,1
0264453880113734634634633634538982990612,0
0264505042151852120754611576839977016693,1
0264945841256566254770901101449552600382,0
0265132119792831550355134889000658625272,1
0265233632853127851332561652605659852366,0
0265589667109144045544561327129860227188,1
0266313503360318471929352226894536829940,1
0267199590628339128052431248779466430464,1
0267352762718241184301843229593842233336,1
0267450603142105972768247991704868851148,1
0267850007887923510610723682235803385939,1
0267858866858356202265887493939415278355,1
0268608557796896370434199049293604079127,1
0268704595521111943146565133385572537506,1
0269150105463384636626470194459914507726,1
0269376945633906967931126542488778964217,1
0269506187418830352457268425368017799361,1
0270513315612478460924488128727946135208,1
0270684365300757681016506407423990912539,1
0271128643375647365970302532832543374120,1
0271148894430361722241157012313596551905,0
0271299780998965241544061959642370677413,1
0271346800456605081527821787611524436424,1
0271769291083671914983773567366660151168,1
0271790099448163854087481575099003282844,1
0271806623719980130971288456548391379649,1
0272228408104802381828461620986765446617,1
0272398001804376467134723289561639876227,1
0272673354802126056871891435442333060169,0
0273274530035196014197993839370326630457,1
0274059186963699867065107063533181564489,0
0274983621293044748925000786084253326429,1
0275308935542286374215516795214355646779,1
0275398047238243128153656407197713419296,0
0276361473664506714909660375648647482430,1
0276718241282627611918806041195792208860,1
0277822877871983112963116347909679081145,0
0278239682897358661764869319388028457634,1
0278335120916460857563914022463372082734,1
0278386705524626220841071720402682080912,1
0278742544655081933137812235769516303619,1
0279331058599666322637739892094735502864,1
0280458943540406198650164585184547686101,1
0281045231768935067470496093980780868635,0
0281060820730213678401944398244593884988,1
0281064777669971152090406669079278587550,0
0281297667077149839579432834476177540261,0
0281489561442300691829606309631218090143,0
0282531636185212370478740138585942181532,1
0283074244997162318647069116457107244787,1
0283649572792120574197997612661387252469,1
0283703534056229587221441078783622572536,1
0285172311822078324305397366596246439337,1
0285227332322083526339173025081452421327,1
0285249231061627488461464562950921734792,1
0285288283555283549491432976471659812615,1
0285960112444577690103371746334455192221,1
0285987412777624319469993023168764034993,0
0286909586199225473579357801949368531309,0
0287322182016480271840155524532181008040,1
0287750003966241720571012669288283321321,1
0287971470883415916115906367547445291655,1
0288172748978742871544268603374161558282,1
0288393284338500126821920511449635382870,1
0288569905901467481808217653871819240916,1
0288832551888295338098501711513301096412,1
0289093149583747395523539493501864533058,1
0289238170178502862154721830936243548911,0
0289587149908915742472794296644913951890,1
0289953807103608566561397844637508359883,1
0290023538131560232058302174640532249430,1
0290061763244993591915596751343931569792,1
0290065977659998253156082833141623628595,0
0290292860997241537784098259106666244461,1
0290411627846268120049644635335526333250,0
0290620959760927595615535674529697277812,1
0291610367320829188842645802990982861154,1
0291794500924200731725902369287716791569,1
0292328440267700176519184608884654147480,1
0293460433311442680128920873640198965979,0
0293910446323576339059744663668431769973,1
0294585774968265726145111601935124209840,1
0295699684019197319363347948767014803954,0
0296232516751803791885756929579295973323,1
0296237792092582123473998596892655605871,1
0296986066532469033878345526938979389769,1
0297815395218289051033605040990743786944,1
0297990067084306403228085570681404294446,0
0298104729740848471699711682411515299612,1
0298390805157661769319400451223405168713,1
0298960519833106594158579304209012563961,1
0300129600492461414987422768771116670589,1
0300393094021706943232254268988158781070,1
0300408248413093768378158973811609135132,0
0300441697961869271672658987391257601076,0
0301447178103587359737717483783080611578,1
0301723206290799164477691869995417230630,1
0301976921127673284206957863076014187764,0
0302224066027391102183196250019940401987,1
0302318093244889239418341459016908199257,1
0302819856782185065227781976389945939806,1
0302907143025306038533310804302972255451,1
0302948464869416904832835535027353802689,1
0303627500521836161742299383447528362255,1
0303728086650425573564941108034993123039,0
0303984059079172897517678277818140288186,0
0304021288853999972571073738077960565960,0
0304045407244095228056311797241346632342,0
0305046726985161903682439395210403510771,1
0305088944779783080776391551149381678727,1
0305228707177392499527238728947329290574,1
0305281047072242110518164924024065439472,0
0306283358555388502928750523438703487739,1
0306592417677453744760992335440023357906,1
0307716141163938845759889199845690400721,1
0308050684634018656296424874407369090634,0
0308260535567753089712602360683114490689,1
0308474871057113121850204184634050036786,1
0308950605423358989656867879139716263793,1
0310480003843766547830310587651269221725,1
0310935140366809590120322340182793108872,1
0311054854803152655160569355005164496219,1
0311437041449361304416272912237991036606,1
0311899925596255873637313637862029055760,1
